pgpid,description
18636,A small fragment from a ketubba. (Information from CUDL)
18637,"Replacement ketubba from Ṣanʿāʾ, Yemen, for Sālim ibn Hārūn al-ʿUzērī, known as Zuhra, and Ḡinā bat Sālim b. Shakir al-Tām, dated 6 Tammuz 2210 of the Seleucid era (= 14 June 1899 CE). Written and signed by Levi ibn Yaḥyā al-Najjār. The deed, a replacement for a ketubba that was lost, was written in the Jewish quarter, Qāʿ Bīr al-ʿAzab. Verso contains an additional legal note concerning the arrangements for the repayment of a debt owed by the husband to his wife. (Information from CUDL)"
18639,"Small fragment of a ketubba, referring to ‘[.]5 gold dinars’. (Information from CUDL)"
18640,"Small fragment of a ketubba, mentioning various sums in dinars. (Information from CUDL)"
18641,Small piece of a ketubba. (Information from CUDL)
18642,"Karaite ketubba, dated [13]52 of the Seleucid era (= 1040–1 CE), and mentioning the names Ṣemaḥ, Hezekiah, Mevorakh b. Barhūn and Ṣedaqa b. ʿAllūn. (Information from CUDL)"
18643,"Ketubba for the marriage of Sahlān and his bride. Ca. mid 11th century CE. Written by Yefet b. David. Signed by Yaʿīsh ha-Kohen ha-Parnas b. Abraham, [Sahlān b.] Abraham Alluf he-Ḥaver, Elʿazar b. R. [...], Shelomo b. [...], [Eph]raim he-Ḥaver b. Shem[arya]. (Information from CUDL)"
18644,"Ketubba, with very little text preserved, mentioning the trousseau items. Witnessed by Shemuʾel ha-Levi b. Elʿazar. (Information from CUDL)"
18645,"Part of the heading for a highly decorated ketubba (in Hebrew, although the ketubba text would likely have been in Aramaic). All of the main text has been lost but the heading refers to Sar Shalom ha-Levi, leader of the Jewish community in 1170 and 1177-1195 CE (brother of Gaʾon Nathaniel ha-Levi). (Information from CUDL)"
18646,Part of a ketubba for Ratab (רתב) bat [...] b. Isaac ha-Kohen ha-Sar and Yeshuʿa ha-Kohen [b. ...]. Dated Marḥeshvan 1604 (= 1292 CE) in Fusṭāṭ. The names of witnesses are not preserved. Written under the jurisdiction of David b. Abraham Maimonides. There is a decorative heading in larger letters in which many of the letters are decorated with crude fleurs de lis. (Information from CUDL)
18647,"Ketubba for Muʿazaza bat Mevorakh, a divorcee, and Meʾir. Written under the jurisdiction of Sar Shalom ha-Levi (1171–1195 CE) and witnessed by Levi ha-Levi b. Abraham. Dated the 4th of the month, in Fusṭāṭ. (Information from CUDL)"
18648,"Ketubba for Mikhal bat Sason b. Yefet and Saʿadya b. Nathan, in the hand of Nathan ha-Kohen b. Shelomo ha-Kohen. Verso: part of another document relating to the same couple, dated 1451 of the Seleucid Era (= 1140 CE) in Fusṭāṭ, witnessed by Nathan ha-Kohen b. Shelomo ha-Kohen and Joseph b. Ayyūb ha-Levi. The bride’s father, Sason b. Yefet, is known from T-S 13J2.17 (dated 1116 CE), T-S 13J6.21, and T-S 8J4.23 (dated 1110 CE). (Information from CUDL)"
18649,"Part of a ketubba for Abū l-Munā Ṭiqva b. Berakhot (groom), who is remarrying his divorcee. Dated 14[..] (12th century CE) in Fusṭāṭ, invoking the authority of the Nagid [Sam]uel (b. Ḥananya, 1140-59 CE). (Information from CUDL)"
18650,Part of a ketubba for Sitt al-Ḥasab (bride). Most of the text is too badly faded to read. (Information from CUDL)
18651,Part of a ketubba with no details preserved. (Information from CUDL)
18652,"Part of a ketubba for Shelomo (groom), in the hand of Yefet b. David b. Shekhanya (1014-57 CE). (Information from CUDL)"
18653,"End of a ketubba for the bride [...] bat Hillel ha-Levi. Witnessed by Judah ha-Kohen b. Yefet, Ṣedaqa b. Baqā, Hārūn b. Judah, Aaron [...] and Isaac b. Ṣed[aqa]. (Information from CUDL)"
18654,Part of a ketubba for [...] bat Meshullam (bride). Witnessed by Ṣedaqa b. Ṣemaḥ. (Information from CUDL)
18655,"Part of a ketubba, mostly illegible. (Information from CUDL)"
18656,"Part of a ketubba for Nathan ha-Levi (groom), referring to the dowry. (Information from CUDL)"
18657,"The end of a ketubba, witnessed by [...]ya b. Aaron, Peraḥya ha-Me[lammed] and Isaac b. [...]. In the hand of Hillel b. ʿEli (1066-1108 CE). (Information from CUDL)"
18658,Part of a ketubba for Yeshuʿa (groom). (Information from CUDL)
18659,Small fragment from a ketubba. (Information from CUDL)
18660,Part of a ketubba for Sitt al-Yaman. (Information from CUDL)
18661,"Part of a ketubba, referring to various sums in dinars. (Information from CUDL)"
18662,Probably a Karaite ketubba (since the legible text is in Hebrew). Sums are given in darkemon (עשרים דרכמון וחצי). (Information from CUDL)
18663,"End of a ketubba with very little text preserved, signed by the scribe, Hillel b. ʿEli (1066-1108 CE). (Information from CUDL)"
18664,"Part of the beginning of a ketubba, dated 13[..] (10th-11th century CE) in Fusṭāṭ. (Information from CUDL)"
18665,"Probably part of a ketubba fragment, mentioning sums of money in dinars. (Information from CUDL)"
18666,End of a ketubba in a large hand. Signed by Nathan [ha-Levi] b. Yeshuʿa (mid-11th century). (Information from CUDL)
18667,"Small fragment of a ketubba, mentioning ‘golden dinars’. (Information from CUDL)"
18668,"Part of the opening of a ketubba for Malika bat Muktār and Ṣedaqa b. Yeshuʿa dated Wednesday 3rd [month] [1]365 (= 1054 CE) in Fusṭāṭ. Malika was formerly married to a man named Isaac and the ketubba mentions her son Mafrij b. Isaac (מפרג), whom Ṣedaqa will now treat as his own child. Witnessed by Aaron the Adept b. Ephraim, Hassan b. Avham (עבהם), Isaac b. Abraham, Sahl b. Mevasser, Sh[...]on b. Isaac, Ḡālib b. Aaron (גאלב), [...] b. Shemuʾel. (Information from CUDL)"
18669,"Part of a ketubba for Judah ha-Levi (groom), witnessed by Saʿadya b. Shemarya and Hillel b. Joseph. (Information from CUDL)"
18670,Part of a ketubba mentioning the sum of 100 dinars. (Information from CUDL)
18671,Part of a ketubba from Egypt with no names preserved. (Information from CUDL)
18672,Part of a ketubba for Yefet b. Joseph (groom). (Information from CUDL)
18673,Part of a ketubba for [ ]שתדו (Sitt [...]) (bride). Only a few words are preserved. (Information from CUDL)
18674,Part of a ketubba for [S]itt al-Sharaf (אלשרף). (Information from CUDL)
18675,Part of a ketubba. No names are preserved. (Information from CUDL)
18676,"Part of a ketubba. The surviving text contains part of the dowry list. (Information from CUDL.) See T-S 12.600, a probable join"
18677,Part of the opening of a ketubba for Meshullam ha-Levi b. Ṣedaqa (groom) dated [13]91 (= 1080 CE). In the hand of Hillel b. ʿEli. (Information from CUDL)
18678,"Part of a ketubba, with only a few words preserved. Part of the shemaʿ has been written between the lines in faded ink and a different hand. (Information from CUDL)"
18679,"Small fragment from the end of a ketubba, referring to the bride’s immersion (טבילה). Ca. 13th century. (Information from CUDL)"
18680,"Part of a ketubba, written under the authority of Maṣliaḥ ha-Kohen (1127-1139 CE), in the hand of Ḥalfon b. Manassah (1100-1138 CE). (Information from CUDL)"
18681,"Part of a ketubba, for Shemarya ha-Kohen (groom) and Sitt al-Bayt (bride). (Information from CUDL)"
18682,"Part of a ketubba, with no details preserved. Ca. beginning of the 13th century. (Information from CUDL)"
18683,Fragment from a Karaite ketubba for Sitt al-Faḍl and Judah. Ca. 11th century. Olszowy-Schlanger (1998:375) notes that the additional marriage payment of 13 dinars is one of the smallest listed in Karaite marriage contracts. (Information from CUDL)
18684,Ketubba of Tujjār marrying Ḥalfon; on verso trousseau list. (Information from CUDL)
18685,"Fragment of a Karaite ketubba for […] bat Ṭoviyya and ʿOvadya b. Ṣedaqa b. Ḥalfon b. ʿAlūn. In line 3 the word בת was originally written בן and then corrected. Olszowy-Schlanger (1998:375) reads the bride’s name as al-Tifrat. The bride’s agent is Yefet b. Menashshe. Dated [1]3[..] of the Seleucid Era (= at the latest 1087 CE), probably in Egypt. (Information from CUDL)"
18686,"Fragment from a Karaite ketubba, preserving only the trousseau list. Olszowy-Schlanger (1998:378) dates the script to the early 11th century. (Information from CUDL)"
18687,Small piece from the lower part of a Palestinian-style ketubba. (Information from CUDL)
18688,"Ketubba, with a stipulation in Judaeo-Arabic. (Information from CUDL)"
18689,Part of a ketubba. (Information from CUDL)
18691,"Part of a Karaite ketubba for Yaʿaqov b. David al-Shulḥanī (groom) and Sayyida bat Wahb al-ʿArḍī (bride). Dated Wednesday, 10th Elul 1403 after the Babylonian Exile (= 1006 CE), in Ramla. The bride’s agent is Menaḥem b. Job al-Ḥalabī, and his appointment was witnessed by David b. Isaac ha-Kohen, the scribe, and Khalaf b. […]. The extensive trousseau list of the wealthy bride includes tunics, cushions, mattresses, boxes of ḥalanj wood, several buckets, and houses in Ramla, Ibn Ṣafar-Street, next to the house of Shelomo b. [Ḥayyim]. Witnessed by Faraj b. Mevasser ha-Levi, Ṣemaḥ b. […], Ephraim b. Judah, Joseph b. […], and Yaʿaqov b. […]. (Information from CUDL)"
18692,"Recto: part of a ketubba for [...] bat Yeshuʿa and [...] b. Shelomo. Date not preserved. Mentions Maṣliaḥ ha-Kohen b. ʿA[…]. Witnesses are [Ḥal]fon ha-Levi b. Shelomo (who surround his signature with a motto), [...] b. Shelomo, Mevass[er], Abraham b. Meʾir ha-[...]. Verso: list of Arabic names and amounts (of money?). (Information from CUDL)"
18693,"Recto: beautifully illuminated ketubba, signed by Yaʿaqov b. Simḥa. Verso: Hebrew and Arabic document, signed by Joseph b. Khalaf. (Information from CUDL)"
18694,"The end of a ketubba with a dowry list, referring to either Nathan or Jonathan. The list has been reused for writing practice, with many of the words repeated between the lines in a different hand. (Information from CUDL)"
18695,Recto: lower part of a ketubba. Verso: writing exercises of biblical verses in various hands. (Information from CUDL)
18697,Trousseau list as part of a ketubba. Mentions cloth and currency. (Information from CUDL)
18698,Trousseau list as part of a ketubba. Mentions cloth and currency. (Information from CUDL)
18699,"Ketubba with trousseau list, mentioning quantities of money, clothes and chests. (Information from CUDL)"
18700,"Part of a Karaite betrothal deed from the time of the Nasi Ḥezekiah b. Shelomo b. David, dated 9th Shevaṭ 1373 of the Seleucid Era (= 1062-1063 CE) in Fusṭāṭ. It is identified as a betrothal deed and not a ketubba because the quotation from Hosea 2:21-22 is typically found in betrothal deeds. The names of the couple are not preserved. (Information from CUDL)"
18701,"Recto: ketubba for Nājiyya bint Hiba (bride). Verso: rhymed poem of praise for a certain person, with the acrostic ‘... b. Isaac’, mentioning the names Isaac and Ezekiel. (Information from CUDL)"
18703,Recto: fragment from a Karaite ketubba for Ḡāliyya bat Joseph b. Abraham and Ṯābit b. Jacob. The bride’s father acts as her agent. Ca. 11th century. Verso: unidentified text. (Information from CUDL)
18704,Recto: legal document in Hebrew and Judaeo-Arabic. Verso: Arabic document. (Information from CUDL)
18705,"Recto: late legal document, detailing the financial arrangements between the woman Sitt al-Bayt b. Aaron the merchant (אל תאג׳ר), her husband Joseph the carpenter (אל נג׳אר), and her brother and mother. The document is unfinished and undated. Verso: different legal document involving the same parties, written in Egypt and dated 1st Ḥeshvan 5326 (= 1565 CE). (Information from CUDL)"
18706,Saʿadya’s formulary of legal documents (Information from CUDL)
18707,"Recto: receipt relating to the tax farm of Abū l-Ḥasan b. Wahb written by Mīkhāʾīl b. ʿAbd al-Masīḥ, the cashier, and registered by the Office of Accounts on behalf of the Office of Supervision: Abū l-Ḥasan b. Wahb has paid the sum of a third and an eighth (dirhams?) for the estates in Al-Fayyūm, under the supervision of the judge Ṯiqat al-Mulk Makīn al-Dawla wa-Amīnuhā, of the protégé of the commander of the faithful Abū l-Ḥasan ʿAlī b. Bahār, and the accountant Abū l-Sarī Theodor b. Yuḥannis. Dated 8th Rabīʿ II 404 AH (= October 1013 CE). Verso: Arabic document regarding the proceedings in the office of inspection in the province of Al-Fayyūm. (Information from CUDL)"
18708,"Recto: geṭ dated Nisan 1581 of the Seleucid era (= 1270 CE). The couple are ʿAzīz ha-Levi b. Ḡanāʾim and Muwaffaqīya bat Joseph ha-Levi from Fusṭāṭ. A space has been left for the husband’s home town, and the deed is unsigned. Verso: draft of a document in Judaeo-Arabic with many jottings. (Information from CUDL)"
18709,Arabic version of Hai Gaʾon’s Sefer ha-Meqaḥ we-ha-Mimkar; dealing with the chapter: al-buyūʿ wa-l-ashriya. (Information from CUDL)
18802,Draft of a legal query addressed to Avraham Maimuni .(AA)
18932,"State document, Fatimid period, dated 422–23/1031–32. End of a petition to the caliph al-Ẓāhir requesting the return of a church to the Christian community and the payment of a sum of 24 dinars in yearly instalments of 6 dinars. On verso there are biblical verses with a Hebrew commentary relating the verses to recent historical events. (Information from CUDL)"
18933,"Recto: Leviticus 13:1-2. Verso: indistinct text, probably part of the same legal document as T-S AS 28.170. (Information from CUDL)"
18934,"Recto: Leviticus 13:1-2. Verso: legal document in Judaeo-Arabic, signed by Judah b. Man[asseh]. (Information from CUDL)"
18935,"Recto: Genesis 40:8-13. Verso: legal document regarding the welfare of orphans and mentioning Cairo. Witnessed by Judah b. Ṭoviyyahu (who may be the same individual who signs other 12th-13th century documents such as T-S 13J3.23), Ṭāhir b. David, and ʿAmram b. Ḥalfon ha-Kohen. (Information from CUDL)"
18936,"Recto: 1 Kings 7:51-8:11, most of the hafṭara for Pequde (Exodus 38:21-40:38). The title כי אפטרה is written at the top of the extant leaf. Verso: question to the jurisconsult Shihāb al-Dīn al-Ṭūsī Muḥammad b. Maḥmūd Abū l-Fatḥ regarding liability for damaged property. The house of a Muslim had collapsed onto the house of a Jew, damaging walls, ceilings, timber, marble, columns and household vessels and pots. The question is followed by the legal opinion by al-Ṭūsī (possibly an autograph). Ca. 12th century. (Information from CUDL)"
