pgpid,names,location,date,date_standard,author
3260,"['Abraham B. Farah', 'Joseph B. Moses B. Barhun Al-tahirti']",Alexandria,N/A,N/A,Abraham B. Farah
3264,"['Samuel B. Daniel B. Azarya', 'Daniel B. Azarya']",N/A,N/A,N/A,Samuel B. Daniel B. Azarya
3265,"['Abu Ali B. Berakot', 'Abu Nasr Ali B. Abu Ali B. Al-qusayr', 'Hiba']",Fustat,N/A,N/A,Abu Ali B. Berakot
3266,"['Shela B. Mevasser B. Nathan', 'Abu Hasan Surur B. Hayyim', 'Mevorakh B. Saadya']",Alexandria,N/A,N/A,Shela B. Mevasser B. Nathan
3267,"['Hasan B. Isaac', 'Yahya B. Ismail']",Alexandria,N/A,N/A,Hasan B. Isaac
3268,"['Fudayl', 'Abu Hasan', 'Abu Sad', 'Abu Khayr Sadaqa B. Sammuh B. Sasson']",N/A,N/A,N/A,Fudayl
3269,"['Siba', 'Abu Najm']",Alexandria,N/A,N/A,Siba
3270,['N/a'],N/A,N/A,N/A,N/a
3271,"['Abu Muna Al-yahudi Al-sharabi', 'Abu Ali']",Fustat,N/A,N/A,The Traveler-businessman
3273,"['Yahya B. Ammar Of Alexandria', 'Ulla B. Joseph', 'Abu Ala Said B. Munajja', 'Halfon B. Manasseh']",Fustat,1084-1117,1084-1117 CE,Yahya B. Ammar Of Alexandria
3275,"['Moses B. Jacob Al-misri', 'Abu Ala Joseph B. David B. Shaya']",Malīj,N/A,N/A,Moses B. Jacob Al-misri
3276,"['Al-kohen', 'The Army Doctor', 'The Amir', 'The Doctors Son', 'The Doctors Wife']",Ashmūm Ṭannāḥ (present-day Ashmūn al-Rummān),N/A,N/A,N/a
3278,"['Aaron B. Namir', 'Eli B. Moses']",N/A,N/A,N/A,Aaron B. Namir
3281,"['Abu Fadail Al-yahudi Al-bawaridi', 'Umm Hiba', 'Makarim', 'Futuh', 'Sulayman', 'Hasab', 'Umm Aziza', 'Karim']","al-Qamra, Alexandria",N/A,N/A,The Mother
3282,['Rafi Al-hariris Daughter'],N/A,N/A,N/A,Rafi Al-hariris Daughter
3283,"['Saadya B. Abraham B. Sasson', 'Sadaqa B. Semah', 'B. Ammati']",Alexandria,N/A,N/A,Saadya B. Abraham B. Sasson
3284,"['Nathan B. Joseph', 'Isaac B. Jacob', 'Abu Rida', 'Abu Hasan', 'Judah', 'Aaron', 'Abu Wafa', 'Jacob The Judge']",N/A,N/A,N/A,Nathan B. Joseph
3285,"['Tovia B. Eli Ha-meulle', 'Nathan Ha-meulle B. Solomon He-hasid', 'Bt. Al-mara']",N/A,N/A,N/A,Tovia B. Eli Ha-meulle
3286,"['Barhun B. Salih Tahirti', 'Barhun B. Moses Tahirti', 'Nahray B. Nissim']",Fustat,around 1050,CE,Barhun B. Salih Tahirti
3287,"['Shabbetai B. Moses', 'Perahya B. Sasson']",N/A,N/A,N/A,Shabbetai B. Moses
3289,"['Mubarak B. Nathan', 'Mubarak B. Abraham']",Tyre,N/A,N/A,Mubarak B. Nathan
3290,"['Mubarak B. Moses B. Abraham', 'Nissim B. Shela']",Tinnis,N/A,N/A,Mubarak B. Moses B. Abraham
3291,"['Abu Ali', 'Tiqva B. Joshua', 'B. Al-wasiti']",Damira,N/A,N/A,Abu Ali
3293,"['Tovia B. Eli', 'Nathan B. Solomon', 'Al-suri', 'Nathan B. Al-meshorer']",Tyre,N/A,N/A,Tovia B. Eli
3294,"['Isaac B. Nissim Farisi', 'Abu Zikri Yahya B. Mevorakh', 'Solomon B. Gabirol', 'Yahyas Parents']",N/A,N/A,N/A,Isaac B. Nissim Farisi
3299,"['Perahya The Second B. Joseph The Second', 'Solomon Ha-nasi', 'R. David']",N/A,N/A,N/A,Perahya The Second B. Joseph The Second
3300,"['Mubarak B. Hanina', 'Abu Joseph Jacob B. Moses']",Ramla,N/A,N/A,Mubarak B. Hanina
3301,"['Moses B. Abu Zikri', 'Arah B. Nathan', 'Abu Zikri Judah B. Saadya']",N/A,N/A,N/A,Moses B. Abu Zikri
3302,"['Eli B. Hillel', 'Halfon B. Manasseh', 'Sitt Al-fakhr']",N/A,N/A,N/A,Eli B. Hillel
3303,['Joseph Jerusalem B. Moses'],(New) Cairo,13th century,13th century,Joseph Jerusalem B. Moses
3305,"['Farah B. Ismail', 'Ismail']",Alexandria,"November 12, 1050",1050,Farah B. Ismail
3308,"['Zakkay B. Moses', 'Abu Bishr Mevasser B. Salman']",al-Mahalla,1145,1145 CE,Zakkay B. Moses
3309,"['Tamim B. Joseph', 'Moses Maimonides']",Qalyūb,Unknown,Unknown,Tamim B. Joseph
3311,"['Jacob B. Isaac', 'Isaac']",N/A,N/A,N/A,Jacob B. Isaac
3313,"['Solomon', 'Joshua', 'Umm Abraham', 'Abu Khayr']",Qalyub,N/A,N/A,Solomon
3315,"['Halfon B. Manasseh', 'Abu Hasan Eli B. Hillel', 'Sitt Al-jamal', 'Abu Mufaddal', 'Abu Fadl B. Al-neeman', 'Al-mamun', 'Abu Imran', 'Al-qazzaz', 'Goitein']",Fustat,1121-25 CE,1121-25 CE,Halfon B. Menashshes Wife
3316,"['Samuel B. Hananya', 'The Widow Of A Physician']",N/A,ca. 1140-1159,ca. 1140-1159,Samuel B. Hananya
3317,"['Netanel B. Halfon', 'Ovadyahu B. Benayahu', 'Maymun']",Cairo,1170's,1170's,Netanel B. Halfon
3321,"['Mevorakh B. Nathan', 'Abu Fakhr Joseph', 'Judah B. Eleazar']",N/A,N/A,N/A,Mevorakh B. Nathan
3322,"['Joseph B. Arah', 'Netanel Ha-talmid B. Amram']",N/A,early twelfth century,N/A,Joseph B. Arah
3323,"['Siba Al-faqusi', 'Abraham B. Maimonides']",N/A,1205-1237,1205-1237 CE,Abraham B. Maimonides
3325,"['The Son', 'The Father', 'Abu Hasan', 'The Young Carpenter']",Minyat al-Qa'id,N/A,N/A,The Son
3326,"['Father', 'Son', 'Minyat Al-qaid']",Qalyub,N/A,N/A,Son
3327,"['Abu Zikri B. Abi Al-rida', 'Joshua B. Zakariya']",N/A,N/A,N/A,Abu Zikri B. Abi Al-rida
3328,"['Halfon B. Menashshes Daughter', 'Eli B. Hillel', 'Halfon B. Manasseh', 'Sitt Ikhtiyar']",Bahnasa,1100-1138 CE,1100-1138 CE,Halfon B. Menashshes Daughter
3329,['N/a'],Damīra,N/A,N/A,Unknown
3330,"['Hananel B. Samuel', 'Abraham Maimonides', 'R. Menahem']",Fustat,N/A,N/A,Hananel B. Samuel
3332,"['Nasi Solomon B. Yishay', 'Assistant In Bilbays', 'Gil']",Fustat,N/A,N/A,Nasi Solomon B. Yishay
3333,"['Judah B. Aaron B. Al-ammani', 'Abu Majd Meir B. Yakhin', 'R. Ovadya The Cantor']",Alexandria,"23 Shevat, 1208 CE",1208 CE,Judah B. Aaron B. Al-ammani
3335,"['Abu Ala Al-dimashqi', 'Abu Faraj']",Alexandria,N/A,N/A,Isaac Simha
3336,"['Abu Najm Hilal', 'Abu Majd', 'Meir B. Yakhin', 'Rivkah', 'Sitt Masud']",Alexandria,3 Tevet 1214,N/A,Abu Najm Hilal
3337,"['Samuel B. Aaron', 'Abu Isaac Abraham B. Moses']",Alexandria,N/A,N/A,Samuel B. Aaron
3339,"['Abu Jacob', 'Abu Tahir']",N/A,N/A,N/A,Abu Jacob
3342,"['Daniel B. Azarya', 'Eli B. Amram']",Fustat,N/A,N/A,Daniel B. Azarya
3343,['Abu Nasr'],Rif,N/A,N/A,Abu Berakot
3346,"['Solomon B. Yishay', 'Farah', 'David', 'Moses Maimonides']",Fustat,1237,1237,Solomon B. Yishay
3348,"['Judah B. Joseph', 'Ayyash B. Nissim', 'Abu Surur']",Qayrawān,N/A,N/A,Judah B. Joseph
3349,"['Hayyim B. Immanuel', 'Mevorakh B. Saadya', 'Berekhya']",al-Mahdiyya,1063,1063 CE,Hayyim B. Immanuel
3350,"['Moses B. Jacob Al-misri', 'Abu Ala Joseph B. David B. Shaya']",Minyatayn,1056 CE,1056 CE,Moses B. Jacob Al-misri
3351,"['Abu Makarim', 'Abu Jacob', 'Abu Rida']",ASE,N/A,N/A,Abu Surur B. Tarif
3352,"['Joseph B. Moses Al-tahirti', 'Joshua B. Ismail', 'Nahray B. Nissim']",al-Mahdiyya,"February 2, 1063",CE,Joseph B. Moses Al-tahirti
3353,"['Dosa B. Joshua Ladiqi', 'Dosa B. Joshua Ladiqis Mother']",al-Raqqa,N/A,N/A,Dosa B. Joshua Ladiqis Mother
3354,"['Moses B. Jacob', 'Joseph B. David B. Shaya']",Tatai (in the Egyptian Delta),March 1054,1054,Moses B. Jacob
3355,['Samuel B. Eli'],Baghdad,,,Samuel B. Eli
3356,"['Abraham B. Shemarya', 'Isaac B. Samuel', 'Halfon', 'Berakot']",N/A,N/A,N/A,"Abraham B. Shemarya , Isaac B. Samuel , Halfon"
3357,"['Yaish B. Sahl Of Nahrawan', 'Abraham B. Haggai Hasid', 'Abu Ali Hasan', 'Ephraim', 'Isaac']",Nahrawan,N/A,N/A,Yaish B. Sahl Of Nahrawan
3358,[],Damascus,N/A,N/A,N/a
3359,['Abu Sad B. Moses'],N/A,N/A,N/A,Abu Sad B. Moses
3361,"['Berakot', 'Yedutun', 'Yedutun']",Alexandria,13th century,13th century CE,Berakot
3364,"['Solomon B. Elijah Ha-dayyan', 'Sitt Rayhan']",Fustat,N/A,N/A,Solomon B. Elijah Ha-dayyan
3369,"['Halfon B. Manasseh', 'Eli', 'Talai']",N/A,N/A,N/A,Halfon B. Manasseh
3370,['Elijah B. Khalluf'],Fustat or Cairo,N/A,N/A,Elijah B. Khalluf
3372,"['Joseph B. Labrat Al-fasi', 'Jacob B. Joseph B. Awkal', 'Jacob B. Nissim B. Shahin', 'B. Awkal']",Qayrawan,N/A,N/A,Joseph B. Labrat Al-fasi
3373,"['Abu Hayy B. Abraham', 'Moses B. Abi Al-hayy']",Ifrīqiyya,Mid-11th century,Mid-11th century,Abu Hayy B. Abraham
3374,"['Tovia B. Eli', 'Nathan B. Solomon']",countryside (near the addressee's location),1122-1150 CE,1122-1150 CE,Tovia B. Eli
3376,"['Ephraim B. Said', 'Abu Nasr Sahl', 'Abu Jacob Joseph', 'Abu Sahl']",al-Ahwaz,"March 4, 1026",CE 1026,Ephraim B. Said
3379,"['Abu Said', 'Abu Berakot']",Palermo,Ca. 1060,1060,Abu Said
3381,"['Joseph B. Jacob B. Awkal', 'Hillel', 'Benjamin']",N/A,N/A,N/A,Unknown
3382,"['Abu Faraj B. Hillel', 'Mevorakh B. [fathers Name]']",N/A,N/A,N/A,Abu Faraj B. Hillel
3383,"['Abu Berakot B. Al-sabbagh', 'Abu Faraj Al-kohen', 'B. Qasasa']",N/A,N/A,N/A,Unknown
3387,"['Abraham B. Farah', 'Judah B. Moses B. Sughmar']",Alexandria,N/A,N/A,Abraham B. Farah
3388,"['Perahya B. Joseph', 'Joseph Ashkenazi']",N/A,N/A,N/A,Perahya B. Joseph
3389,"['Judah B. Aaron B. Al-ammani', 'Abu Majd Meir B. Yakhin', 'Abu Najm Hilal', 'Elijah The Judge', 'R. Samuel', 'Abu Faraj B. Al-rayyis']",Alexandria,22 Shevat 1525 Seleucid (early 1214 CE),1214 CE,Judah B. Aaron B. Al-ammani
3391,"['Ephraim B. Shemarya', 'Solomon B. Judah']",Fustat,N/A,N/A,Ephraim B. Shemarya
3392,"['Elijah B. Nissim', 'Shela B. Isaac']",Alexandria,early 13th century,N/A,Elijah B. Nissim
3394,"['Salama B. Nissim B. Isaac Al-barqi', 'Abu Isaac B. Ismail Al-tahirti']",Busir,N/A,N/A,Salama B. Nissim B. Isaac Al-barqi
3398,"['Moses B. Levi', 'Abu Hasan', 'Tahir', 'Imran', 'Bayan', 'Abu Al-yusr', 'Abu Sahl', 'Safi', 'Tahir', 'Baqa Al-kohen']",Qalyub,N/A,N/A,Moses B. Levi
3400,"['Isaac B. Simha', 'Abu Sarur Perahya B. Nissim']",Alexandria,ca. 1120,1120,Isaac B. Simha
3402,"['Zikri B. Hananel', 'Arus B. Joseph', 'Al-mahdiyya']",Alexandria,ca. 1080,ca. 1080,Zikri B. Hananel
3403,"['Ephraim B. Isaac B. Al-zulafi', 'Jacob']",Sicily,N/A,N/A,Ephraim B. Isaac B. Al-zulafi
3406,"['Mansur B. Salim', 'Abu Najm']",N/A,N/A,N/A,Mansur B. Salim
3407,"['Farah B. Joseph', 'Judah B. Manasseh']",Alexandria,N/A,N/A,Farah B. Joseph
3419,"['Hayyim B. Ammar', 'Zakkar B. Ammar', 'Joseph B. Moses Tahirti', 'Abu Abd Allah']",Palermo,ca. 1069,1069,Hayyim B. Ammar Or Zakkar B. Ammar
3420,"['Nisi B. Samuel', 'Phineas', 'Elijah']",N/A,N/A,N/A,Nisi B. Samuel
3424,"['Yefet B. David', 'Moses B. Shahariyar', 'Joseph B. Jacob']",N/A,June 1007,1007,Yefet B. David
3425,"['Joseph B. Moses Al-tahirti', 'Barhun B. Isaac']",Alexandria,N/A,N/A,Joseph B. Moses Al-tahirti
3427,"['Joseph B. Moses Al-tahirti', 'Joshua B. Ismail Al-makhmuri']",al-Mahdiyya,"August 3, 1063","August 3, 1063",Joseph B. Moses Al-tahirti
3435,"['Labrat B. Moses B. Sughmar', 'Judah B. Moses', 'Zakkar', 'Nissim', 'Abu Harun', 'Hayyim B. Ammar', 'Hasan B. Moses', 'Judah B. Moses', 'Abu Abd Allah', 'Isaac B. B.[hun]', 'Joseph B. Eli Al-kohen']",al-Mahdiyya,"January 9, 1058 CE",1058 CE,Labrat B. Moses B. Sughmar
3440,['Mevorakh'],al-Mahalla,1105,1105,Mevorakh
3452,"['The Muqaddam Of The Community Of Minyat Zifta', 'The']",Minyat Zifta,Ca. 14th century,Unknown,The Muqaddam Of The Community Of Minyat Zifta
3462,['Abu Faraj B. Joseph'],N/A,N/A,N/A,Unknown
3469,"['Hibat Allah B. Khalluf Al-hamawi', 'Berakot B. Khalluf', 'Al-harbi']",N/A,May 1037,CE 1037,Hibat Allah B. Khalluf Al-hamawi
3470,"['Moses B. Amram B. Halfon', 'Zaim Al-mulk', 'Mamun Al-dawla', 'Amram B. Halfon', 'Halfon']",Fustat,N/A,N/A,Moses B. Amram B. Halfon
3472,"['Jacob B. Yeshayahu', 'Mevorakh']",Dhū Jibla,1095 C.E.,1095 C.E.,Jacob B. Yeshayahu
3474,"['Joseph B. Moses Tahirti', 'Barhun']",al-Mahdiyya,ca. 1057,ca. 1057,Joseph B. Moses Tahirti
3475,"['Joseph B. Moses Tahirti', 'Barhun']",al-Mahdiyya,N/A,N/A,Joseph B. Moses Tahirti
3478,"['Samuel B. Abraham', 'Joseph B. Benjamin', 'Yefet B. Tovia', 'Mevorakh B. Joseph']",N/A,N/A,N/A,"Joseph B. Benjamin, Yefet B. Toviyya, Mevorakh B. Joseph"
3479,"['Al-firnas', 'Allun B. Yaish', 'Abu Ali Hasan B. Musallam B. Al-hirbish', 'Al-hirbish']",Fustat,N/A,N/A,Al-firnas
3480,['N/a'],Alexandria,ca. 1180,N/A,N/a
3483,"['Surur', 'Faraj Allah', 'Rashid', 'Moses Maimonides', 'Abraham Ii', 'David', 'Abraham', 'Moses', 'Fakhr', 'Sulayman Al-attar', 'Muwaffaq', 'Said B. Al-katib', 'Nasir B. Tayyib', 'Joshua B. Al-ghariq', 'Moses B. Marduk', 'B. Abu Sad Al-khadim', 'Jacob']",Bilbays,N/A,N/A,Surur
3484,[],N/A,N/A,N/A,N/a
3485,['Cousin From Cairo'],"Safed, Palestine",N/A,N/A,Cousin From Cairo
3488,"['The Letter Writer', 'The Sister']",Alexandria,21st of October 1219,1219-10-21,Unknown
3490,"['Meir B. Al-hamadani', 'Moses Maimonides']",N/A,1225/26 CE,1225/26 CE,Meir B. Al-hamadani
3491,"['Muqaddam Of Minyat Ghamr', 'Prominent Scholar In The Capital']",Minyat Ghamr,N/A,N/A,N/a
3493,"['Abu Zikri', 'Elijah The Judge', 'The Addressee']",N/A,N/A,N/A,Abu Zikri The Son Of Elijah The Judge
3495,"['Jacob B. Ismail Al-andalusi', 'Joshua B. Nathan Al-andalusi']",Sicily,ca. 1050,N/A,Jacob B. Ismail Al-andalusi
3496,"['Moses Maimonides', 'Hiyya B. Isaac', 'Ephraim B. Meshullam']",Fustat,1168,CE,Moses Maimonides
3522,"['Israel B. Samuel', 'Alluf']",N/A,1022,Heshvan 1334,Israel B. Samuel
3532,"['Berakot B. Abu Hasan', 'Elijah B. Zechariah', 'Anatoli', 'R. Samuel']",Alexandria,1228,1228,Berakot B. Abu Hasan
3535,"['Shabbetai B. Abraham', 'Judah B. Eleazar Kohen', 'Abu Makarim B. Abu Dimm']",Minya Zifta,N/A,N/A,Shabbetai B. Abraham
3537,"['Isaac Nisaburi', 'Sadaqa B. Yahya']",Alexandria,Twelfth Century,N/A,Isaac Nisaburi
3542,"['Ismail B. Jacob Al-andalusi', 'Joshua B. Nathan']",al-Mahdiyya (Gil)/ Sicily (Ben-Sasson),N/A,N/A,Ismail B. Jacob Al-andalusi
3543,"['Abraham B. Eleazar', 'Moses Maimonides']",Alexandria,N/A,N/A,Abraham B. Eleazar
3545,"['Sitt Khusrawan', 'Abu Fakhr B. Al-dimyati', 'Manasseh', 'Zayn']",N/A,N/A,N/A,Sitt Khusrawan
3547,"['Solomon B. Elijah', 'Abu Berakot', 'Abu Fadl B. Ata B. Hasan', 'Sitt Ghazal', 'Elijah The Judge', 'Sitt Rayhan', 'Abu Zikri', 'Simhah', 'Umm Abu Izz', 'Abu Izz', 'Abu Hasan', 'Sitt Al-fakhr']",N/A,N/A,N/A,Solomon B. Elijah
3548,"['Solomon B. Yishai', 'R. Eleazar Ha-dayan']",Alexandria,beginning of the thirteenth century,N/A,Solomon B. Yishai
3549,"['Abraham B. Jacob Deri', 'Mevorakh B. Saadya', 'Rum']",N/A,After 1094,After 1094 CE,Abraham B. Jacob Deri
3551,"['Yefet B. Amram Al-jazifini', 'Hillel', 'Joseph B. Jacob Awkal']",Alexandria,ca. 1040,1040,Yefet B. Amram Al-jazifini
3556,"['Jacob B. Ismail Al-andalusi', 'Yosha B. Nathan', 'Masliah B. Eliah']",Sicily,N/A,N/A,Jacob B. Ismail Al-andalusi
3561,['Samuel'],"Sunbat, Egypt",1149,N/A,N/a
3562,"['Manasseh', 'Abu Berakot Judah B. Eleazar', 'Judah B. Eleazar']",Alexandria,twenties of the twelfth century,1170s CE,Manasseh
3564,"['Abraham', 'Al-shaykh Al-sadid', 'Al-shaykh Al-muhadhdhab']",Minyat Zifta,N/A,N/A,N/a
3566,"['Samuel B. Nathan', 'Circuit Judge', 'Superior']",Damira,ca. 1150,1150,Samuel B. Nathan
3567,"['Judah B. Al-ammani', 'Joshua B. Aaron', 'R. Joseph Al-baghdadi', 'Anatoli The Judge']",Cairo,12th of Elul [4800+]168 = 4968 = 1208 CE,1208 CE,Judah B. Al-ammani
3570,"['Makhluf', 'Abu Najah']",Alexandria,1131,1131,Makhluf
3577,"['Abu Izz B. Abu Amr', 'Abu Berakot', 'Abu Amm', 'Berakot', 'Al-sitt Al-fadila']",N/A,N/A,N/A,Abu Izz B. Abu Amr
3595,"['Solomon B. Elijah', 'Abu Berakot']",N/A,N/A,N/A,Solomon B. Elijah
3606,"['Abu Izz B. Imran', '']",Palestine,N/A,N/A,Abu Izz B. Imran
3608,"['Yehezqel', 'Abraham', 'Abu Baha', 'Joseph From Al-mahalla']",unknown location,N/A,N/A,Yehezqel
3625,"['B. [wifes Name]', 'Abu Al-majd']","countryside, Fustat",N/A,N/A,N/a
3631,"['Al-kabira', 'N/a']",N/A,N/A,N/A,N/a
3643,['Abu Majd'],N/A,N/A,N/A,Abu Majd
3647,"['Mufaddal Al-anbari', 'Moses Maimonides', 'Muhadhdhab', 'Abu Sad Al-anbari', 'R. Hananel', 'Solomon', 'The Son Of Marduk']",Fustat/Egypt,Probably 1238–52 CE,1238-1252 CE,The Sender Of The Letter
3650,['Ephraim'],N/A,N/A,N/A,Ephraim
3656,"['Abraham B. Abu Joseph', 'Mansur The Son Of Yefet Abu Hasan Al-dimashqi', 'Yefet Abu Hasan Al-dimashqi']",Damascus,N/A,N/A,Abraham B. Abu Joseph
3662,"['Dawudiyya', 'Al-kazaruni', 'Judah', 'Abraham The Deaf', 'Maani', 'Abu Mansur', 'Umm Judah', 'Ubayd', 'Abu Thabit']",N/A,N/A,N/A,The Karaite Woman
3663,"['Moses B. Isaac B. Nissim B. Al-abid', 'Abu Isaac']",N/A,N/A,N/A,Moses B. Isaac B. Nissim B. Al-abid
3664,"['Abu Sulayman David B. Naaman', 'Naaman']",Sicily,N/A,N/A,The Widow
3668,"['Yehiel B. Isaac Ha-sarfati', 'Anatoli Of Marseilles', 'Yefet', 'Yefet B. Samuel', 'Yehiel B. Elyaqim', 'Esther']",Jerusalem,No earlier than 1221 CE,1221 CE,Yehiel B. Isaac Ha-sarfati
3670,"['Joseph B. Moses Tahirti', 'Barhun B. Salih']",Busir,ca. 1060,1060,Joseph B. Moses Tahirti
3672,"['Abu Majd Meir B. Yakhin', 'Hilal']",Fustat,1216/17 CE (1528 Seleucid),1216/17 CE,N/a
3673,"['Meir B. Hillel B. Sadaqa', 'Nataniel B. Halfon', 'Nataniel', 'Netanel']",Alexandria,N/A,N/A,Meir B. Hillel B. Sadaqa
3682,"['Meir', 'Al-haver Abu Ghayth']",Minyat Zifta,N/A,N/A,Meir
3684,['The Woman'],Fustat,N/A,N/A,N/a
3685,['Solomon B. Elijah'],Fustat,First half of the 13th Century,N/A,Solomon B. Elijah
3686,"['Abu Said Al-maqdisi', 'Abraham B. Madlub']",Fustat,N/A,N/A,Abraham B. Madlub
3687,['Faraj B. Mansur'],N/A,N/A,N/A,Faraj B. Mansur
3692,"['Moses B. Levi', 'Abu Sahl', 'Mahfuz']",Fustat,N/A,N/A,Abu Sahl
3693,"['Solomon B. Judah', 'The Av Bet Din', 'The Third']",N/A,N/A,N/A,Solomon B. Judah
3694,['Al-saruji'],Palermo,N/A,N/A,Harun B. Al-saruji
3696,"['Moses B. Levi', 'Abu Hasan', 'Al-shaykh Al-yesod', 'Imran']",Fustat,N/A,N/A,Abu Sahl
3697,"['Moses Tahirti', 'Barhun']",al-Mahdiyya,N/A,N/A,Moses Tahirti
3701,"['Moses B. Abu Hayy', 'Nahray B. Nissim']",Alexandria,N/A,N/A,Moses B. Abu Hayy
3703,"['Moses B. Levi', 'Levi', 'Abu Hasan', 'Solomon', 'Sitt Ghazal', 'Solomon B. Elijah']",Qalyub/Fustat,Around 1212 CE,Unknown,Moses B. Levi
3704,"['Moses B. Levi', 'Levi', 'Abu Hasan', 'Sitt Ghazal', 'Solomon B. Elijah', 'Solomon']",Fustat,unknown,unknown,Moses B. Levi
3706,['Abu Berakot B. Tayyib'],N/A,N/A,N/A,Abu Berakot B. Tayyib
3708,"['Jacob B. Salman Al-hariri', 'Nahray B. Nissim']",Alexandria,N/A,N/A,Jacob B. Salman Al-hariri
3709,"['Al-shaykh Abu Hasan', 'B. Al-dakli', 'Fadail', 'Abu Nasr', 'Najm The Faqih', 'Moses B. Levi']",Qalyub,N/A,N/A,Moses B. Levi
3712,['Judah B. Moses B. Sughmar'],N/A,N/A,N/A,Judah B. Moses B. Sughmar
3716,['Abu Faraj B. Al-rayyis'],N/A,N/A,N/A,N/a
3717,['Joseph B. Moses Tahirti'],Alexandria,N/A,N/A,Joseph B. Moses Tahirti
3718,"['Joseph', 'Abraham B. Al-haver', 'Abraham B. Al-melammed']",Fustat,N/A,N/A,Joseph
3719,"['Moses B. Abu Ali B. Salih', 'Abu Faraj Joshua B. Hananya']",N/A,N/A,N/A,Moses B. Abu Ali B. Salih
3723,"['Yefet', 'Halfon B. Manasseh']",N/A,N/A,N/A,Yefet
3724,"['Nissim', 'Abu Karam Marwan']",Alexandria,N/A,N/A,Nissim
3726,"['Isaac B. Ali Al-majjani', 'Abu Fadl', 'Al-shiraji', 'Hananel B. Hushiel', 'Masliah B. Elijah']",al-Mahdiyya,1039,1039,Isaac B. Ali Al-majjani
3733,"['Hayyim B. Immanuel B. Qayoma', 'Judah B. Ismail Al-andalusi']",Mahdiyya,Around 1055,1055,Hayyim B. Immanuel B. Qayoma
3735,"['Rahamim B. Imran', 'Nahray B. Nissim']",Tinnis,ca. 1055,1055,Rahamim B. Imran
3739,['Farah B. Joseph'],N/A,N/A,N/A,Farah B. Joseph
3741,"['R. Isaac', 'Binyamin Ha-zaqen']",N/A,N/A,N/A,R. Isaac
3742,"['Tahor B. Abraham', 'Elijah B. Zechariah']",N/A,N/A,N/A,Tahor B. Abraham
3747,"['Farah B. Joseph B. Farah', 'Abu Sad Khalluf B. Sahl']",Alexandria,N/A,N/A,Farah B. Joseph B. Farah
3750,"['Abu Tahur', 'Abu Muna']",N/A,N/A,N/A,N/a
3753,"['David B. Nathan', 'Ismail B. Farah Al-qabisi']",Alexandria,N/A,N/A,David B. Nathan
3756,"['Abu Amr B. Hilal', 'Abu Faraj B. Abraham']",Alexandria,N/A,N/A,Abu Amr B. Hilal
3762,[],N/A,N/A,N/A,N/a
3769,['Nahray B. Nissim'],N/A,Second half of the 11th century,N/A,Nahray B. Nissim
3783,"['Yehiel B. Isaac Ha-sarfati', 'Menahem B. Isaac B. Sasson', 'Judah Alharizi', 'Salih Al-din', 'R. Yehiel The Frenchman']",Jerusalem,1219-29 CE,CE,Yehiel B. Isaac Ha-sarfati
3792,"['Moses B. Joseph B. Nissim', 'Isaac Al-nafusi', 'Abu Zikri']",N/A,N/A,N/A,Moses B. Joseph B. Nissim
3795,"['Jacob', 'Netanel Ha-sar', 'Shemarya', 'Mevorakh', 'Nathan']",N/A,N/A,N/A,Netanel Ha-sar Ha-gadol
3810,"['Abu Faraj Nissim B. Ayyash', 'Unidentified Sender']",Alexandria,N/A,N/A,N/a
3811,['Solomon B. Judah'],N/A,second quarter of the eleventh century,N/A,Solomon B. Judah
3813,['Abd Al-wali'],N/A,N/A,N/A,N/a
3814,['Abu Isaac Abraham'],N/A,N/A,N/A,N/a
3815,"['Judah B. Joseph', 'Abu Faraj', 'Joseph B. Jacob', 'Abu Mansur Ghalib']",Alexandria,N/A,N/A,Judah B. Joseph
3816,"['Ayyash B. Sadaqa', 'Barhun B. Moses Tahirti']",Fustat,11th century,N/A,Ayyash B. Sadaqa
3819,['Mubarak B. Joseph'],Alexandria,N/A,N/A,Mubarak B. Joseph
3820,"['Abu Faraj', 'Abu Ala']",N/A,N/A,N/A,Abu Faraj
3823,"['Jacob B. Aaron', 'Moses Maimonides']",N/A,N/A,N/A,Jacob B. Aaron
3826,['Abu Hasan B. Ayyub'],N/A,N/A,N/A,Abu Hasan B. Ayyub
3833,['Abraham B. Nathan Av Bet Din'],New Cairo,1098-1114,N/A,Abraham B. Nathan Av Bet Din
3841,"['Judah B. Jacob', 'Abu Imran']",N/A,N/A,N/A,Judah B. Jacob
3843,"['Nathan B. Mevorakh Of Ascalon', 'Allun Al-parnas B. Yaish', 'David B. Daniel', 'Al-parnas Al-jalil']",Ascalon,Late 11th century,1082-1094,Nathan B. Mevorakh Of Ascalon
3854,"['Moses B. Jacob', 'Abu Surur Isaac B. Barhun', 'Hilal', 'Abu Abraham', 'Ismail', 'Abd Al-rahman']",Alexandria,N/A,N/A,Moses B. Jacob
3858,"['Joseph B. Halfon', 'Abu Nasr David B. Nathan', 'Abu Zikri']",Damsis,first half of the 12th century,N/A,Joseph B. Halfon
3860,"['Yefet B. Samuel', 'Moses Ha-sar B. Perahya', 'Rabbenu Yehiel', 'Abu Bayan B. Tovia']",N/A,N/A,N/A,Yefet B. Samuel
